"","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver"
"1366","HEALTH_AND_FITNESS",4.4,12858,55,"500,000+","Free",0,"Everyone","Health & Fitness","July 27, 2018","18.7.1","5.0 and up"
"1368","HEALTH_AND_FITNESS",4.5,50679,38,"1,000,000+","Free",0,"Everyone","Health & Fitness","August 1, 2018","3.6.2","4.4 and up"
"1369","HEALTH_AND_FITNESS",4.3,16943,32,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 30, 2018","8.8.14","4.4 and up"
"1372","HEALTH_AND_FITNESS",4.6,623,40,"50,000+","Free",0,"Everyone 10+","Health & Fitness","July 17, 2017","1.2.3","4.0.3 and up"
"1373","HEALTH_AND_FITNESS",4.5,27396,59,"1,000,000+","Free",0,"Mature 17+","Health & Fitness","July 16, 2018","6.5.3","4.1 and up"
"1377","HEALTH_AND_FITNESS",4.4,70416,23,"5,000,000+","Free",0,"Everyone","Health & Fitness","July 27, 2018","3.19.4","4.1 and up"
"1378","HEALTH_AND_FITNESS",4.7,15674,6.1,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 31, 2018","4.5.4","4.1 and up"
"1380","HEALTH_AND_FITNESS",4.2,270294,58,"5,000,000+","Free",0,"Everyone","Health & Fitness","July 31, 2018","6.15.0","4.1 and up"
"1381","HEALTH_AND_FITNESS",4.5,144050,55,"5,000,000+","Free",0,"Everyone","Health & Fitness","July 27, 2018","18.7.1","5.0 and up"
"1384","HEALTH_AND_FITNESS",4.5,183669,57,"5,000,000+","Free",0,"Everyone","Health & Fitness","July 27, 2018","18.7.1","5.0 and up"
"1385","HEALTH_AND_FITNESS",4.6,251534,93,"10,000,000+","Free",0,"Everyone","Health & Fitness","July 18, 2018","5.14.0","5.0 and up"
"1386","HEALTH_AND_FITNESS",4.6,28951,60,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 16, 2018","4.4","4.4 and up"
"1393","HEALTH_AND_FITNESS",4.5,27439,19,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 16, 2018","6.5.1","5.0 and up"
"1394","HEALTH_AND_FITNESS",4,2490,3.8,"500,000+","Free",0,"Everyone 10+","Health & Fitness","February 17, 2017","1.9","2.3.3 and up"
"1395","HEALTH_AND_FITNESS",4.6,24094,18,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 9, 2018","3.3.0(1)","4.1 and up"
"1396","HEALTH_AND_FITNESS",4.1,18539,57,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 30, 2018","1.11.4","4.0.3 and up"
"1397","HEALTH_AND_FITNESS",4,3061,5.5,"100,000+","Free",0,"Everyone","Health & Fitness","August 27, 2016","2.3.4","5.0 and up"
"1399","HEALTH_AND_FITNESS",4.4,20547,5.7,"1,000,000+","Free",0,"Everyone","Health & Fitness","November 29, 2017","3.2.7","4.1 and up"
"1400","HEALTH_AND_FITNESS",4.1,3405,51,"100,000+","Free",0,"Everyone","Health & Fitness","July 25, 2018","4.5.1.123","4.4 and up"
"1401","HEALTH_AND_FITNESS",3.5,217,9.4,"50,000+","Free",0,"Teen","Health & Fitness","August 23, 2017","4.6.2","4.0.3 and up"
"1402","HEALTH_AND_FITNESS",4.3,7895,3.3,"500,000+","Free",0,"Everyone","Health & Fitness","July 15, 2018","3.3","4.0 and up"
"1404","HEALTH_AND_FITNESS",4.2,1324,4,"100,000+","Free",0,"Everyone","Health & Fitness","January 29, 2018","10.2.0","4.0 and up"
"1407","HEALTH_AND_FITNESS",4.5,27439,19,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 16, 2018","6.5.1","5.0 and up"
"1408","HEALTH_AND_FITNESS",4,2490,3.8,"500,000+","Free",0,"Everyone 10+","Health & Fitness","February 17, 2017","1.9","2.3.3 and up"
"1409","HEALTH_AND_FITNESS",4.5,126017,4.3,"5,000,000+","Free",0,"Everyone","Health & Fitness","July 5, 2018","4.9.8.1","4.0 and up"
"1410","HEALTH_AND_FITNESS",4.6,24094,18,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 9, 2018","3.3.0(1)","4.1 and up"
"1411","HEALTH_AND_FITNESS",4.4,20547,5.7,"1,000,000+","Free",0,"Everyone","Health & Fitness","November 29, 2017","3.2.7","4.1 and up"
"1413","HEALTH_AND_FITNESS",4.1,2469,3.6,"100,000+","Free",0,"Everyone","Health & Fitness","July 23, 2014","1.0.9","2.3 and up"
"1414","HEALTH_AND_FITNESS",4,3061,5.5,"100,000+","Free",0,"Everyone","Health & Fitness","August 27, 2016","2.3.4","5.0 and up"
"1415","HEALTH_AND_FITNESS",4.1,18539,57,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 30, 2018","1.11.4","4.0.3 and up"
"1416","HEALTH_AND_FITNESS",4.1,3405,51,"100,000+","Free",0,"Everyone","Health & Fitness","July 25, 2018","4.5.1.123","4.4 and up"
"1417","HEALTH_AND_FITNESS",4.2,270294,58,"5,000,000+","Free",0,"Everyone","Health & Fitness","July 31, 2018","6.15.0","4.1 and up"
"1419","HEALTH_AND_FITNESS",3.5,217,9.4,"50,000+","Free",0,"Teen","Health & Fitness","August 23, 2017","4.6.2","4.0.3 and up"
"1420","HEALTH_AND_FITNESS",4.3,7895,3.3,"500,000+","Free",0,"Everyone","Health & Fitness","July 15, 2018","3.3","4.0 and up"
"1421","HEALTH_AND_FITNESS",4.2,1324,4,"100,000+","Free",0,"Everyone","Health & Fitness","January 29, 2018","10.2.0","4.0 and up"
"1424","HEALTH_AND_FITNESS",4.5,14394,9.9,"500,000+","Free",0,"Everyone","Health & Fitness","July 16, 2017","Public.Heal","4.0.3 and up"
"1425","HEALTH_AND_FITNESS",4.4,26540,43,"1,000,000+","Free",0,"Everyone","Health & Fitness","February 9, 2017","2.5.1","4.0.3 and up"
"1426","HEALTH_AND_FITNESS",3.7,1812,37,"100,000+","Free",0,"Everyone","Health & Fitness","July 24, 2018","1.31.0-15160.950adac99","4.4 and up"
"1429","HEALTH_AND_FITNESS",4.6,4642,40,"100,000+","Free",0,"Everyone","Health & Fitness","March 11, 2017","1.92","4.1 and up"
"1430","HEALTH_AND_FITNESS",4.7,16570,73,"500,000+","Free",0,"Everyone","Health & Fitness","July 29, 2018","4.8.0","4.4 and up"
"1431","HEALTH_AND_FITNESS",4.6,48226,28,"1,000,000+","Free",0,"Everyone","Health & Fitness","March 5, 2018","3.1.9","4.0.3 and up"
"1433","HEALTH_AND_FITNESS",4,2894,23,"500,000+","Free",0,"Everyone 10+","Health & Fitness","February 22, 2017","1.2.6","4.0.3 and up"
"1434","HEALTH_AND_FITNESS",4.4,5038,10,"500,000+","Free",0,"Everyone","Health & Fitness","July 15, 2018","5.2","4.4 and up"
"1435","HEALTH_AND_FITNESS",4.4,11506,15,"100,000+","Free",0,"Everyone","Health & Fitness","August 2, 2018","3.0.0","4.1 and up"
"1436","HEALTH_AND_FITNESS",4.8,31665,8.4,"1,000,000+","Free",0,"Everyone","Health & Fitness","July 19, 2018","8.2.0_8","4.0 and up"
"1437","HEALTH_AND_FITNESS",4.6,205299,31,"5,000,000+","Free",0,"Everyone","Health & Fitness","July 16, 2018","3.48","4.1 and up"
"1441","HEALTH_AND_FITNESS",4.4,57634,41,"1,000,000+","Free",0,"Everyone","Health & Fitness","June 25, 2018","7.4","4.1 and up"
"1444","HEALTH_AND_FITNESS",4.7,11689,20,"500,000+","Free",0,"Everyone","Health & Fitness","July 27, 2018","1.29.15","4.4 and up"
"1445","HEALTH_AND_FITNESS",4.6,77563,39,"10,000,000+","Free",0,"Everyone","Health & Fitness","July 23, 2018","3.6.4","4.2 and up"
"1446","HEALTH_AND_FITNESS",4.4,70769,35,"5,000,000+","Free",0,"Everyone","Health & Fitness","July 24, 2018","6.2.73","4.0 and up"
"1447","HOUSE_AND_HOME",4.5,417907,34,"10,000,000+","Free",0,"Everyone","House & Home","August 1, 2018","9.8.1.7425","4.4 and up"
"1448","HOUSE_AND_HOME",4.8,3167,7.5,"100,000+","Free",0,"Everyone","House & Home","August 3, 2018","2.0.0","5.0 and up"
"1450","HOUSE_AND_HOME",4.5,162243,12,"10,000,000+","Free",0,"Everyone","House & Home","July 26, 2018","8.18","4.0.3 and up"
"1451","HOUSE_AND_HOME",4.1,65913,7.7,"5,000,000+","Free",0,"Everyone","House & Home","July 16, 2018","4.47.3","4.0.3 and up"
"1452","HOUSE_AND_HOME",4.1,24977,21,"1,000,000+","Free",0,"Everyone","House & Home","August 1, 2018","3.5.9","4.0.3 and up"
"1453","HOUSE_AND_HOME",4,6000,18,"1,000,000+","Free",0,"Everyone","House & Home","July 28, 2018","9.6.8","4.1 and up"
"1454","HOUSE_AND_HOME",4.3,37711,40,"1,000,000+","Free",0,"Everyone","House & Home","July 31, 2018","2.51.0","4.4 and up"
"1458","HOUSE_AND_HOME",3.7,2758,8.6,"500,000+","Free",0,"Everyone","House & Home","June 25, 2018","4.2.3","4.0 and up"
"1460","HOUSE_AND_HOME",4.2,7573,18,"1,000,000+","Free",0,"Everyone","House & Home","July 25, 2018","8.2.1","4.2 and up"
"1461","HOUSE_AND_HOME",4.5,8481,7.5,"1,000,000+","Free",0,"Everyone","House & Home","August 3, 2018","2.1.0","5.0 and up"
"1462","HOUSE_AND_HOME",4.3,10054,9.1,"1,000,000+","Free",0,"Everyone","House & Home","July 12, 2018","6.7.12.2018","4.0.3 and up"
"1463","HOUSE_AND_HOME",3.9,10117,13,"1,000,000+","Free",0,"Everyone","House & Home","June 29, 2018","3.6","4.0.3 and up"
"1465","HOUSE_AND_HOME",4.3,3522,15,"100,000+","Free",0,"Everyone","House & Home","August 2, 2018","3.10.8","4.0 and up"
"1467","HOUSE_AND_HOME",4.6,36857,19,"1,000,000+","Free",0,"Everyone","House & Home","July 25, 2018","220.0","5.0 and up"
"1471","HOUSE_AND_HOME",4.4,23013,26,"5,000,000+","Free",0,"Everyone","House & Home","July 17, 2018","3.2.4","4.1 and up"
"1472","HOUSE_AND_HOME",4.7,114,8.3,"10,000+","Free",0,"Teen","House & Home","February 18, 2018","2.1","4.1 and up"
"1473","HOUSE_AND_HOME",3.4,287,27,"100,000+","Free",0,"Everyone","House & Home","May 29, 2018","2.4.2","4.4 and up"
"1474","HOUSE_AND_HOME",4.3,4435,7.9,"500,000+","Free",0,"Everyone","House & Home","March 2, 2016","2.6.0.287","4.0 and up"
"1476","HOUSE_AND_HOME",4,4281,27,"100,000+","Free",0,"Everyone","House & Home","August 5, 2018","858","4.0.3 and up"
"1477","HOUSE_AND_HOME",4,7508,5.1,"1,000,000+","Free",0,"Everyone","House & Home","July 9, 2018","7.9.0","5.0 and up"
"1478","HOUSE_AND_HOME",3.8,491,15,"100,000+","Free",0,"Everyone","House & Home","July 25, 2018","2.6.0","4.0.3 and up"
"1480","HOUSE_AND_HOME",4.3,22584,16,"1,000,000+","Free",0,"Everyone","House & Home","July 16, 2018","4.7.13","4.4 and up"
"1481","HOUSE_AND_HOME",3.6,4087,9.2,"500,000+","Free",0,"Everyone","House & Home","July 16, 2018","4.3.0","4.1 and up"
"1484","HOUSE_AND_HOME",4.6,2669,10,"500,000+","Free",0,"Teen","House & Home","August 3, 2018","2.0.6.9","4.1 and up"
"1486","HOUSE_AND_HOME",4.5,7619,13,"100,000+","Free",0,"Everyone","House & Home","July 12, 2018","1.22.0","4.0.3 and up"
"1487","HOUSE_AND_HOME",4.7,126,1.9,"10,000+","Free",0,"Everyone","House & Home","August 21, 2017","1.0","4.0 and up"
"1488","HOUSE_AND_HOME",4.3,273,7,"50,000+","Free",0,"Everyone","House & Home","May 30, 2018","1.2","4.0.3 and up"
"1489","HOUSE_AND_HOME",3.7,2248,15,"100,000+","Free",0,"Everyone","House & Home","August 3, 2018","v3.1.1","4.0 and up"
"1491","HOUSE_AND_HOME",4.2,809,7.8,"100,000+","Free",0,"Everyone","House & Home","July 25, 2018","1.6.1.2","4.0 and up"
"1492","HOUSE_AND_HOME",3.4,3280,77,"1,000,000+","Free",0,"Everyone","House & Home","June 29, 2018","5.0.1","4.0.3 and up"
"1493","HOUSE_AND_HOME",3.9,1478,5.7,"100,000+","Free",0,"Everyone","House & Home","March 13, 2015","1.2","3.0 and up"
"1494","HOUSE_AND_HOME",4,2382,5.9,"500,000+","Free",0,"Everyone","House & Home","April 7, 2015","1.7","3.0 and up"
"1495","HOUSE_AND_HOME",4,4450,7.6,"1,000,000+","Free",0,"Everyone","House & Home","March 17, 2015","1.7","3.0 and up"
"1496","HOUSE_AND_HOME",4,515,5.8,"50,000+","Free",0,"Everyone","House & Home","May 30, 2015","1.5","3.0 and up"
"1498","HOUSE_AND_HOME",4,4465,5.8,"1,000,000+","Free",0,"Everyone","House & Home","March 6, 2015","1.7","3.0 and up"
"1499","HOUSE_AND_HOME",4.1,2427,5.3,"500,000+","Free",0,"Everyone","House & Home","March 12, 2015","1.4","3.0 and up"
"1500","HOUSE_AND_HOME",3.9,6631,5.5,"1,000,000+","Free",0,"Everyone","House & Home","March 11, 2015","1.5","3.0 and up"
"1501","HOUSE_AND_HOME",4.4,11200,25,"1,000,000+","Free",0,"Everyone","House & Home","July 16, 2018","4.5.15","5.0 and up"
"1502","HOUSE_AND_HOME",4.4,6896,35,"500,000+","Free",0,"Everyone","House & Home","August 30, 2017","1.7.3","4.1 and up"
"1503","HOUSE_AND_HOME",4.3,4435,7.9,"500,000+","Free",0,"Everyone","House & Home","March 2, 2016","2.6.0.287","4.0 and up"
"1504","HOUSE_AND_HOME",4.6,36857,19,"1,000,000+","Free",0,"Everyone","House & Home","July 25, 2018","220.0","5.0 and up"
"1505","HOUSE_AND_HOME",4.5,8481,7.5,"1,000,000+","Free",0,"Everyone","House & Home","August 3, 2018","2.1.0","5.0 and up"
"1506","HOUSE_AND_HOME",4.5,162243,12,"10,000,000+","Free",0,"Everyone","House & Home","July 26, 2018","8.18","4.0.3 and up"
"1508","HOUSE_AND_HOME",4.5,417907,34,"10,000,000+","Free",0,"Everyone","House & Home","August 1, 2018","9.8.1.7425","4.4 and up"
"1509","HOUSE_AND_HOME",4.3,3834,30,"500,000+","Free",0,"Everyone","House & Home","July 31, 2018","5.20.38","4.2 and up"
"1512","HOUSE_AND_HOME",4.3,22584,16,"1,000,000+","Free",0,"Everyone","House & Home","July 16, 2018","4.7.13","4.4 and up"
"1514","HOUSE_AND_HOME",4.1,81,16,"50,000+","Free",0,"Everyone","House & Home","February 16, 2018","2.1.0","4.4 and up"
"1516","LIBRARIES_AND_DEMO",4.4,58,15,"10,000+","Free",0,"Everyone","Libraries & Demo","July 6, 2018","1.0","4.0.3 and up"
"1517","LIBRARIES_AND_DEMO",4.6,3014,21,"100,000+","Free",0,"Everyone","Libraries & Demo","June 27, 2018","1.1","5.0 and up"
"1519","LIBRARIES_AND_DEMO",4.1,923,4.3,"100,000+","Free",0,"Everyone","Libraries & Demo","October 15, 2015","3.1","2.3 and up"
"1522","LIBRARIES_AND_DEMO",3.8,67007,0.227,"5,000,000+","Free",0,"Everyone","Libraries & Demo","March 6, 2013","1.2.0","2.2 and up"
"1523","LIBRARIES_AND_DEMO",4.6,539,99,"50,000+","Free",0,"Everyone","Libraries & Demo","August 2, 2018","7.0","4.0.3 and up"
"1524","LIBRARIES_AND_DEMO",3.5,126862,0.609,"10,000,000+","Free",0,"Everyone","Libraries & Demo","January 17, 2012","1.0","2.2 and up"
"1525","LIBRARIES_AND_DEMO",4.7,48,6.9,"1,000+","Free",0,"Everyone","Libraries & Demo","May 25, 2018","1.7.2.10","4.0 and up"
"1526","LIBRARIES_AND_DEMO",4.3,1465,7,"100,000+","Free",0,"Everyone","Libraries & Demo","July 9, 2018","6.7.5","4.0.3 and up"
"1527","LIBRARIES_AND_DEMO",4.5,929,7,"50,000+","Free",0,"Everyone","Libraries & Demo","February 16, 2018","1.02.2018.11","4.0 and up"
"1528","LIBRARIES_AND_DEMO",4.4,783,6.4,"100,000+","Free",0,"Everyone","Libraries & Demo","June 10, 2017","1.6","2.2 and up"
"1530","LIBRARIES_AND_DEMO",4.3,434,16,"100,000+","Free",0,"Everyone","Libraries & Demo","June 6, 2018","6.0.0","2.3 and up"
"1532","LIBRARIES_AND_DEMO",4.3,411,95,"50,000+","Free",0,"Everyone","Libraries & Demo","June 8, 2018","5.0","4.0.3 and up"
"1533","LIBRARIES_AND_DEMO",4.6,237,0.008,"50,000+","Free",0,"Everyone","Libraries & Demo","September 27, 2017","1.02","7.1 and up"
"1534","LIBRARIES_AND_DEMO",4.6,2580,20,"100,000+","Free",0,"Everyone","Libraries & Demo","March 8, 2018","2.0","2.3 and up"
"1536","LIBRARIES_AND_DEMO",4.2,130272,50,"10,000,000+","Free",0,"Everyone","Libraries & Demo","March 14, 2016","1.8","4.1 and up"
"1539","LIBRARIES_AND_DEMO",4.6,130,12,"10,000+","Free",0,"Everyone","Libraries & Demo","February 23, 2018","1.0","4.0.3 and up"
"1542","LIBRARIES_AND_DEMO",4.4,7396,22,"500,000+","Free",0,"Everyone","Libraries & Demo","July 6, 2018","5.28","4.0.3 and up"
"1543","LIBRARIES_AND_DEMO",3.9,58055,0.04,"5,000,000+","Free",0,"Everyone","Libraries & Demo","November 7, 2016","2.0.3","1.5 and up"
"1544","LIBRARIES_AND_DEMO",4.5,1703,22,"100,000+","Free",0,"Everyone","Libraries & Demo","March 1, 2018","3.1","4.0.3 and up"
"1545","LIBRARIES_AND_DEMO",3.8,7750,0.285,"1,000,000+","Free",0,"Everyone","Libraries & Demo","June 29, 2011","1.0","1.6 and up"
"1546","LIBRARIES_AND_DEMO",4.3,6,5.5,"10,000+","Free",0,"Everyone","Libraries & Demo","August 3, 2018","8.0.20180212","4.2 and up"
"1548","LIBRARIES_AND_DEMO",5,26,2.5,"1,000+","Free",0,"Everyone","Libraries & Demo","May 24, 2018","1.0","1.6 and up"
"1549","LIBRARIES_AND_DEMO",3.2,1919,8.1,"500,000+","Free",0,"Everyone","Libraries & Demo","July 11, 2018","5.9.1","4.1 and up"
"1550","LIBRARIES_AND_DEMO",4.5,60170,28,"1,000,000+","Free",0,"Everyone","Libraries & Demo","July 13, 2018","2.4","5.0 and up"
"1551","LIBRARIES_AND_DEMO",4.7,831,24,"100,000+","Free",0,"Everyone","Libraries & Demo","February 20, 2018","8.0","2.3 and up"
"1552","LIBRARIES_AND_DEMO",4,8671,3.1,"1,000,000+","Free",0,"Everyone","Libraries & Demo","July 3, 2018","3.6","4.0 and up"
"1554","LIBRARIES_AND_DEMO",4.1,20145,0.011,"1,000,000+","Free",0,"Everyone","Libraries & Demo","February 12, 2013","","1.5 and up"
"1555","LIBRARIES_AND_DEMO",3.8,912,13,"500,000+","Free",0,"Everyone","Libraries & Demo","January 9, 2018","2.0.0","2.3 and up"
"1556","LIBRARIES_AND_DEMO",4.7,2639,19,"500,000+","Free",0,"Everyone","Libraries & Demo","December 11, 2017","6.0","2.3 and up"
"1557","LIBRARIES_AND_DEMO",4.5,399,9.5,"100,000+","Free",0,"Everyone","Libraries & Demo","May 22, 2018","1.1","4.0.3 and up"
"1559","LIBRARIES_AND_DEMO",4.2,3945,9.4,"500,000+","Free",0,"Everyone","Libraries & Demo","January 9, 2018","4.2.2","3.2 and up"
"1561","LIBRARIES_AND_DEMO",4.1,3781,36,"1,000,000+","Free",0,"Everyone","Libraries & Demo","April 15, 2018","1.8","4.0 and up"
"1562","LIBRARIES_AND_DEMO",3.1,1267,55,"100,000+","Free",0,"Everyone","Libraries & Demo","August 2, 2018","5.1.2","4.4 and up"
"1563","LIFESTYLE",4.1,18968,32,"5,000,000+","Free",0,"Teen","Lifestyle","April 26, 2018","5.1","4.1 and up"
"1564","LIFESTYLE",4.1,47497,34,"10,000,000+","Free",0,"Everyone","Lifestyle","June 8, 2018","5.3.0.54.7","5.0 and up"
"1565","LIFESTYLE",4.3,601,5.1,"100,000+","Free",0,"Everyone","Lifestyle","December 20, 2017","1.0","2.3 and up"
"1566","LIFESTYLE",4,140995,100,"10,000,000+","Free",0,"Everyone","Lifestyle;Pretend Play","July 16, 2018","9.0","4.0 and up"
"1567","LIFESTYLE",4.6,51357,80,"5,000,000+","Free",0,"Everyone","Lifestyle","July 31, 2018","8.0","4.0 and up"
"1568","LIFESTYLE",4.4,13565,3.3,"1,000,000+","Free",0,"Everyone","Lifestyle","August 5, 2018","2.5","4.0 and up"
"1569","LIFESTYLE",4.4,39364,28,"5,000,000+","Free",0,"Everyone","Lifestyle","July 17, 2018","10.19","4.0.3 and up"
"1570","LIFESTYLE",4.3,7287,5,"1,000,000+","Free",0,"Everyone","Lifestyle","November 3, 2016","1.0","2.3 and up"
"1571","LIFESTYLE",4.6,161143,11,"10,000,000+","Free",0,"Everyone 10+","Lifestyle","June 25, 2018","5.2.4(881)","4.0.3 and up"
"1572","LIFESTYLE",3.2,16168,55,"1,000,000+","Free",0,"Everyone","Lifestyle","July 26, 2018","2.2.9","4.0.3 and up"
"1573","LIFESTYLE",4.5,100,7.1,"1,000,000+","Free",0,"Everyone","Lifestyle","May 9, 2018","1.0.0.21_180410","7.0 - 7.1.1"
"1574","LIFESTYLE",4.6,116079,3.2,"5,000,000+","Free",0,"Everyone","Lifestyle","May 20, 2018","5.8","2.3 and up"
"1575","LIFESTYLE",4.6,815893,4.4,"10,000,000+","Free",0,"Everyone","Lifestyle","June 30, 2018","4.90","4.1 and up"
"1576","LIFESTYLE",4.3,985,16,"500,000+","Free",0,"Everyone","Lifestyle","May 31, 2018","3.7","7.0 and up"
"1577","LIFESTYLE",3,4260,6.3,"5,000,000+","Free",0,"Everyone","Lifestyle","August 8, 2017","6.1","2.3.3 and up"
"1578","LIFESTYLE",4.4,726074,45,"10,000,000+","Free",0,"Everyone","Lifestyle","August 2, 2018","16.7.1","4.4 and up"
"1579","LIFESTYLE",4.4,3829,23,"1,000,000+","Free",0,"Everyone","Lifestyle","June 1, 2018","3.9.3","4.1 and up"
"1580","LIFESTYLE",4.3,33572,37,"1,000,000+","Free",0,"Everyone","Lifestyle","August 2, 2018","6.2.0","4.4 and up"
"1581","LIFESTYLE",3.5,6145,13,"10,000,000+","Free",0,"Everyone","Lifestyle","June 30, 2016","8.00.775375","5.0 and up"
"1582","LIFESTYLE",4.3,34327,8.1,"5,000,000+","Free",0,"Everyone","Lifestyle","July 17, 2018","2.5.1","4.0 and up"
"1583","LIFESTYLE",4.5,7457,13,"1,000,000+","Free",0,"Teen","Lifestyle","August 3, 2018","2.4.12-r244","4.1 and up"
"1584","LIFESTYLE",3.7,41941,14,"10,000,000+","Free",0,"Everyone","Lifestyle","July 30, 2018","9.6.3","4.4 and up"
"1585","LIFESTYLE",4.5,82145,30,"50,000,000+","Free",0,"Everyone","Lifestyle","July 5, 2018","10.19.0.0","4.4 and up"
"1586","LIFESTYLE",4.2,10944,36,"1,000,000+","Free",0,"Everyone","Lifestyle","June 15, 2018","2.0","4.1 and up"
"1587","LIFESTYLE",4.3,665,3,"500,000+","Free",0,"Everyone","Lifestyle","August 4, 2018","2.0","2.3 and up"
"1588","LIFESTYLE",4.6,2167,1.4,"500,000+","Free",0,"Everyone","Lifestyle","January 7, 2018","1.0","2.3 and up"
"1589","LIFESTYLE",4.5,53652,39,"1,000,000+","Free",0,"Everyone","Lifestyle","August 5, 2018","2.15","5.0 and up"
"1590","LIFESTYLE",3.9,18961,1.8,"5,000,000+","Free",0,"Everyone","Lifestyle","September 24, 2015","1.1.1","2.3 and up"
"1591","LIFESTYLE",4.3,9412,1.7,"1,000,000+","Free",0,"Everyone","Lifestyle","December 17, 2016","1.5.1","4.0.3 and up"
"1592","LIFESTYLE",3.3,9663,19,"1,000,000+","Free",0,"Everyone","Lifestyle","July 16, 2018","Version:6.97","4.4 and up"
"1593","LIFESTYLE",4.7,2225,15,"100,000+","Free",0,"Everyone","Lifestyle","July 26, 2018","4.2.1","4.0.3 and up"
"1594","LIFESTYLE",4.2,23164,10,"1,000,000+","Free",0,"Mature 17+","Lifestyle","July 24, 2018","2.6","5.0 and up"
"1595","LIFESTYLE",3.2,3031,2.7,"1,000,000+","Free",0,"Everyone","Lifestyle","July 3, 2018","1.5.3","4.0 and up"
"1596","LIFESTYLE",4.4,95557,16,"10,000,000+","Free",0,"Everyone","Lifestyle","July 23, 2018","7.0.8","4.0.3 and up"
"1597","LIFESTYLE",3.5,7869,21,"1,000,000+","Free",0,"Everyone","Lifestyle","August 1, 2018","02.00.06","4.4 and up"
"1598","LIFESTYLE",3.7,4212,20,"1,000,000+","Free",0,"Everyone","Lifestyle","July 25, 2018","3.4.5","2.3 and up"
"1599","LIFESTYLE",3.8,17368,14,"10,000,000+","Free",0,"Everyone","Lifestyle","June 27, 2018","5.1.3","4.0 and up"
"1600","LIFESTYLE",3.8,6554,76,"500,000+","Free",0,"Teen","Lifestyle","June 20, 2018","9.4.2","4.1 and up"
"1601","LIFESTYLE",3.7,33264,18,"10,000,000+","Free",0,"Everyone","Lifestyle","June 15, 2018","6.2.1","4.0 and up"
"1602","LIFESTYLE",4.6,34782,12,"1,000,000+","Free",0,"Everyone","Lifestyle","June 22, 2018","5.2.2","4.3 and up"
"1603","LIFESTYLE",4,6676,6.2,"1,000,000+","Free",0,"Everyone","Lifestyle","February 21, 2018","3.0","4.2 and up"
"1605","LIFESTYLE",3.8,1797,6.8,"100,000+","Free",0,"Everyone","Lifestyle","September 27, 2016","2.0","4.3 and up"
"1607","LIFESTYLE",4.7,20304,24,"500,000+","Free",0,"Everyone","Lifestyle","July 31, 2018","4.35","4.0.3 and up"
"1608","LIFESTYLE",3.9,7376,19,"1,000,000+","Free",0,"Everyone","Lifestyle","January 11, 2018","5.2.2018010801-1","4.1 and up"
"1609","LIFESTYLE",4.1,49147,13,"1,000,000+","Free",0,"Everyone","Lifestyle","May 7, 2018","2.9.5","4.1 and up"
"1610","LIFESTYLE",4.6,69177,15,"1,000,000+","Free",0,"Teen","Lifestyle","August 2, 2017","2.7.3","4.4 and up"
"1611","LIFESTYLE",4.2,3448,13,"100,000+","Free",0,"Everyone","Lifestyle","July 9, 2018","3.9.5","4.0.3 and up"
"1614","LIFESTYLE",4.2,3788,44,"1,000,000+","Free",0,"Everyone","Lifestyle","July 24, 2018","8.5.1","5.0 and up"
"1616","LIFESTYLE",4.6,1658,9.7,"100,000+","Free",0,"Everyone","Lifestyle","July 31, 2018","2.0.9","4.4 and up"
"1617","LIFESTYLE",4.7,20304,24,"500,000+","Free",0,"Everyone","Lifestyle","July 31, 2018","4.35","4.0.3 and up"
"1618","LIFESTYLE",4.1,3309,13,"500,000+","Free",0,"Everyone","Lifestyle","August 5, 2018","10.0","4.0 and up"
"1619","LIFESTYLE",3.9,987,4.5,"10,000+","Free",0,"Everyone","Lifestyle","August 29, 2017","2.0.4","4.0 and up"
"1620","LIFESTYLE",4,5208,4.5,"100,000+","Free",0,"Teen","Lifestyle","November 23, 2017","1.37","4.0 and up"
"1621","LIFESTYLE",4.1,78298,29,"5,000,000+","Free",0,"Everyone","Lifestyle","August 2, 2018","3.1.2.1","4.1 and up"
"1622","LIFESTYLE",4.6,34802,12,"1,000,000+","Free",0,"Everyone","Lifestyle","June 22, 2018","5.2.2","4.3 and up"
"1623","LIFESTYLE",4.1,6808,12,"500,000+","Free",0,"Teen","Lifestyle","June 5, 2017","3.2.0","4.1 and up"
"1625","LIFESTYLE",4.1,360,4.6,"10,000+","Free",0,"Everyone","Lifestyle","April 30, 2014","1.6.2","2.2 and up"
"1626","LIFESTYLE",4.4,16637,10,"1,000,000+","Free",0,"Everyone","Lifestyle","June 18, 2017","1.8","2.3 and up"
"1627","LIFESTYLE",3.8,1797,6.8,"100,000+","Free",0,"Everyone","Lifestyle","September 27, 2016","2.0","4.3 and up"
